"papers_name","papers_url","papers_autor","papers_periodo"
"CARACTERIZACIÓN Y EVALUACIÓN DE LOS FACTORES QUE DETERMINAN LA CALIDAD NUTRICIONAL E INOCUIDAD EN LA PRODUCCIÓN DE FERTILIZANTES ORGÁNICOS FERMENTADOS","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/681","Ito, S.","2006"
"Adopción de sistemas diversificados de producción agropecuaria como mecanismos de adaptación al cambio climático en el marco del manejo y gestión de cuencas hidrográficas en Sixaola, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7110","Pinto Valencia, Paola K.","2012"
"The social protagonism of rural communities as a basis for inclusive adaptive co-management of natural resources in territory","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5380","Botelho, Ana C.B.","2008"
"Caracterización y evaluación de los factores que determinan la calidad nutricional e inocuidad en la Producción de fertilizantes orgánicos fermentados","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4595","Ito, Shingo","2006"
"Cogestión de cuencas hidrográficas: experiencias y desafíos","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/802","Benegas, L. (ed.); Faustino, Jorge","2008"
"Construcción participativa de una propuesta de estrategia para la incidencia política en el marco de la Agricultura Climáticamente Inteligente en la región transfronteriza entre Guatemala, Honduras y El Salvador","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8683","Alexandre, Jean Ronald","2017"
"Relación del agroecosistema quinua con los medios de vida y seguridad alimentaria de pequeños productores de la zona andina colombiana","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5487","Higuera Mora, Nubia C.","2011"
"Diseño y validación de una metodología de evaluación de conectividad funcional en paisajes en la cordillera volcánica occidental de Guatemala y propuesta para mejoras con base en medios de vida locales","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4804","Ríos Palencia, Martha M.","2011"
"Community capitals and its relationships with agroecosysteMON and institutions in Tierra Nueva, Ocozocoautla Chiapas","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/814","Hernández García, J.A.","2010"
"Linking plant strategies and ecosystem function: an assessment of the contribution of biodiversity to neotropical grassland productivity","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2880","Ospina Hernández, S.D.","2011"
"Linking plant strategies and ecosystem function: an assessment of the contribution of biodiversity to neotropical grassland productivity","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5293","Ospina Hernández, Sonia D.","2011"
"Linking plant strategies and ecosystem function: an assessment of the contribution of biodiversity to neotropical grassland productivity","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8015","Ospina Hernández, Sonia Daryuby","2013-06-03"
"Linking plant strategies and ecosystem function: an assessment of the contribution of biodiversity to neotropical grassland productivity","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7852","Ospina Hernández, Sonia Daryuby","2015-11-03"
"Impacto de las escuelas de campo en familias y fincas cacaoteras de Upala y Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5212","Castro Vargas, Esmeralda","2013"
"Impacto de las escuelas de campo en familias y fincas cacaoteras de Upala y Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2341","Castro Vargas, Esmeralda","2013"
"Evaluación del efecto de fertilización y caracterización de vegetación asociada al cultivo de Dracaena marginata y sus periferias","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5058","Villalobos Araya, A.","2007"
"Uso de extractos acuosos de raquis de banano y Tagetes spp. enriquecidos con bacterias y hongos endofíticos para el control biológico de Radopholus similis (Cobb) Thorne","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5624","Llive Condor, F.M.","2009"
"Efecto de la sombra y del manejo del café sobre la dinámica poblacional de (Hypothenemus hampei Ferrari) en frutos nuevos y remanentes en Turrialba","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4873","Sánchez González, Esteban","2011"
"Agroforestry: Essential for Sustainable and Climate-Smart Land Use?","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8309","Muschler, Reinhold G.","2015"
"Community capitals and its relationships with agroecosystems and institutions in Tierra Nueva, Ocozocoautla Chiapas","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4634","Hernández García, Jatziry A.","2010"
"Impacto de las escuelas de campo en familias y fincas cacaoteras de Alta Verapaz y Costa Sur, Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5211","Delgado Vargas, Iván Andrés","2013"
"Relación entre el estado de conservación de las semillas tradicionales de la chagra y el buen vivir en las comunidades indígenas inga en la Amazonía colombiana","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8700","Escárraga Torres, Laura J.","2017"
"Balance entre conservación y desarrollo: estrategias de vida en dos comunidades del Parque Nacional Noel Kempff Mercado, Bolivia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5608","Becerra Vargas, Adriana G.","2006"
"Manual para el establecimiento y manejo agroecológico de patios y huertos comunitarios","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8653","Suchini, José Gabriel; Taleno, Sayra; Soto, Gabriela","2017"
"Propuestas de adaptación de la Producción de cacao en Waslala, Nicaragua ante el cambio climático","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3619","Altamirano Tinoco, M.A.","2012"
"Efecto de la Producción orgánica y convencional de chile dulce (Capsicum annuum) bajo invernadero sobre el componente planta-suelo en el cantón de Alfaro Ruiz, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4225","Samaniego Sánchez, R.D.","2006"
"The effects of local and landscape context on leafhopper (Hemiptera: cicadellinae) communities in coffeee agroforestry systeMON of Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4216","Ramos, M.","2008"
"Determinación del aporte de los sistemas agroforestales con cacao a las familias productoras, en cinco municipios en los departamentos de Cortés y Yoro, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8062","Martínez Martínez, Carlos Armando","2013-08-26"
"Determinación del aporte de los sistemas agroforestales con cacao a las familias productoras, en cinco municipios en los departamentos de Cortés y Yoro, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8078","Martínez Martínez, Carlos Armando","2015-11-03"
"Análisis de la realidad socioeconómica, cultural, ambiental y política de las mujeres agricultoras de la Petite Rivière de Artibonite en Haití","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7126","Molin, Germanie","2014"
"Propuestas de adaptación de la Producción de cacao en Waslala, Nicaragua ante el cambio climático","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5476","Altamirano Tinoco, María A.","2012"
"The effects of local and landscape context on leafhopper (Hemiptera: cicadellinae) communities in coffeee agroforestry systeMON of Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5590","Ramos, Mariangie","2008"
"The impact of greenhouse conventional and organic pepper (Capsicum annuum) over the soil-plant component, in Alfaro Ruiz, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5594","Samaniego Sánchez, Rubén D.","2006"
"Yield and profitability of the associated cultivation of mango (Mangifera indica L.) Tommy Atkins and pumpkin (Cucurbita mostacha) as an agroforestry alternative at Divisa, Panama","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5652","García Chávez, Marcelino A.","2010"
"Yield and profitability of the associated cultivation of mango (Mangifera indica L.) Tommy Atkins and pumpkin (Cucurbita mostacha) as an agroforestry alternative at Divisa, Panama","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4338","García Chávez, M.A.","2010"
"Efecto del uso del suelo adyacente al cafetal sobre la dispersión y dinámica poblacional de la broca Hypothenemus hampei Ferrari y la abundancia de enemigos naturales en el cantón de Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1434","Olivas, A.P.","2010"
"Escuela de campo para promotores y promotoras de La Selva, Chiapas, México. Módulo 6. Producción ecológica de cultivos anuales básicos: maíz, frijol y calabaza. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1669","Muschler, Reinhold; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2008"
"Escuela de campo para promotores y promotoras de La Selva, Chiapas, México. Módulo 3. Organización empresarial para la comercialización. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1671","Junkin, Ruth; Pinto Decelis, Gustavo; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2007"
"Escuela de campo para promotoras y promotores de la Selva. Chiapas, México. Módulo 10. Manejo integral de la granja porcícola. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2981","Calvo Vargas, Bernal; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2007"
"Artículo II. Evaluación de indicadores ambientales en unidades de producción pecuaria (UPP) de beneficiarios y no beneficiarios del PROGAN en Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8130","Vargas de la Mora, Alma L.; Sepúlveda López, Claudia J.; Ibrahim, Muhammad Akbar; Jimenez Ferrer, Guillermo; Tobar López, Diego; Robalino, Juan","2014"
"Artículo II. Sistemas diversificados de producción agropecuaria como mecanismos de adaptación al cambio climático de las familias campesinas en la cuenca del río Sixaola, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7112","Pinto Valencia, Paola K.","2012"
"Informe de país Honduras 2010: Logros y resultados","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7758","Unknown author","2015-11-03"
"Diversification of livelihoods of rural families and its relevance for the agro-ecosystems of El Paraíso (Honduras) and Jalapa (Nicaragua)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4816","Pinoth Arguijo, Rut E.","2011"
"Efecto del uso del suelo adyacente al cafetal sobre la dispersión y dinámica poblacional de la broca Hypothenemus hampei Ferrari y la abundancia de enemigos naturales en el cantón de Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4897","Olivas, Amada P.","2010"
"Diversificación de los medios de vida de las familias rurales y su relevancia para los agroecosistemas de El Paraíso (Honduras) y Jalapa (Nicaragua)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8043","Pinoth Arguijo, Rut Ester","2013-07-24"
"Injertos y otras técnicas de propagación del cacao","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2546","Somarriba, Eduardo; Astorga Domian, Carlos; Vásquez Morera, Nelly; Cerda Bustillos, Rolando; Orozco Aguilar, Lorena","2010"
"Artículo I. Cuantificación de la densidad, diversidad taxonómica y funcional de los árboles presentes en sistemas agroforestales con café, en el Cantón de Hojancha, Guanacaste, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7656","Ruíz Cruz, Pablo Amín","2015"
"Sostenibilidad socioeconómica y ecológica de sistemas agroforestales de café (Coffea arabica) en la microcuenca del río Sesesmiles, Copán, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5553","Silveira, Nina D.","2005"
"Artículo III. Propuesta metodológica para la evaluación y promoción de sistemas diversificados de producción agropecuaria como mecanismos de adaptación al cambio climático","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7113","Pinto Valencia, Paola K.","2012"
"Artículo I. Efecto de la sombra y el manejo agronómico del café sobre la incidencia, severidad y cantidad de inóculo de Hemileia vastatrix","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7261","Pico Rosado, Jimmy Trinidad","2014"
"Talleres en organización empresarial y comercialización para iniciativas empresariales asociativas de la Selva Chiapas, México. Talleres empresariales. Guía de facilitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4170","Junkin, R.","2007"
"Efecto del biocarbón combinado con fertilizantes orgánicos y microorganismos benéficos sobre el desarrollo, productividad y resistencia de las plantas, Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4889","Henreaux, Jerôme","2012"
"Impact of the recovery of vegetation, and vigilance and monitoring of protected areas programs of The Fund for the Protection of Water, Quito-Ecuador","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5209","Coronel Tapia, Lorena","2009"
"Impact of the recovery of vegetation, and vigilance and monitoring of protected areas programs of The Fund for the Protection of Water, Quito-Ecuador","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2337","Coronel Tapia, L.","2009"
"Sostenibilidad socioeconómica y ecológica de sistemas agroforestales de café (Coffea arabica) en la microcuenca del río Sesesmiles, Copán, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4096","Silveira, N.D.","2005"
"Facilitación participativa del Plan Estratégico del Bosque Modelo Caçador, Santa Catarina, Brasil","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7164","Faro, Julia","2014"
"La agricultura protegida de pequeña escala, como una alternativa de producción agrícola y seguridad alimentaria para la zona de Somoto, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8502","Rojas Castro, Usbeika I.","2015"
"Caracterización del Sistema Nacional de Extensión Rural en Guatemala, departamentos de Chimaltenango, Baja Verapaz y Alta Verapaz","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7200","Cárdenas Hernández, Jenny L.","2014"
"Evaluación de servicios ambientales en sistemas agroforestales con café bajo diferentes tipos de certificaciones en Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5048","Pico Mendoza, José Newthon","2011"
"Effects of the altitude, shade, production and fertilization on coffee quality (Coffea arabica L. var. Caturra) produced in agroforestry systems of coffee zone Northern Central of Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4936","Lara Estrada, Leonel D.","2005"
"Effects of the altitude, shade, production and fertilization on coffee quality (Coffea arabica L. var. Caturra) produced in agroforestry systems of coffee zone Northern Central of Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1503","Lara Estrada, L.D.","2005"
"Desarrollo de protocolos de muestreo y evaluación de la relación de prácticas agrícolas con la población de plagas cuarentenarias en Dracaena marginata en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4735","Prado Beltrán, Julia K.","2006"
"Development and evaluation of compost and lombricompost leachates to control black sigatoka (Mycosphaerella fijiensis Morelet), in plantain","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4776","Larco Reyes, Erick S.","2004"
"La gobernanza de la cadena productiva del sector apícola en el contexto del cambio climático en el municipio de Aldama, Chiapas, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8782","Huacash Pale, Sebastián","2018"
"Caracterización socieconómica y de la cadena de valor del sector apícola en las provincias de Puntarenas y Guanacaste como base para determinar la viabilidad en la implementacion de un mecanismo financiero para afrontar al cambio climáico en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8542","Garay Tapias, Andrea A.","2016"
"Apropiación y aplicación de conocimientos y habilidades por familias cacaoteras en Bocas del Toro, Panamá. Resultados de las Escuelas de Campo del Proyecto Cacao Centroamérica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4514","Flor Vinces, Juan R.","2012"
"Determinación de indicadores agroecológicos en sistemas agroforestales y de medios de vida de fincas cafeteras de Colombia, Costa Rica y Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4768","Bermúdez Cardona, María B.","2007"
"Contribución de los árboles en finca a los medios de vida de familias rurales en dos sitios contrastantes de Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8470","Amores Contreras, Freddy M.","2015"
"El rol de los sistemas cacaoteros en los medios de vida de los hogares productores del Cantón de Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1596","Cárdenas Herrera, Adriana; Hipólito Romero, Enrique; Junkin, Ruth; Escobedo Aguilar, Adriana","2013"
"Artículo I. Diversidad taxonómica del componente leñoso en diferentes usos de suelo en dos sitios con distinto estado de desarrollo agrícola de Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8557","Caicedo Albán, Willan J.","2016"
"El rol de los sistemas cacaoteros en los medios de vida de los hogares productores en el Municipio de Cortés, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1597","Hipólito Romero, Enrique; Junkin, Ruth; Escobedo Aguilar, Adriana","2013"
"Escuela de campo para promotoras y promotores de la Selva, Chiapas, México. Módulo 4. Manejo forestal. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2972","Villalobos Soto, Róger; Detlefsen Rivera, Guillermo; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2007"
"Poblaciones de nematodos fitoparásitos asociados a diferentes sistemas de manejo de café en el municipio de Masatepe, departamento de Masaya (Ciclo 2006-2007)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8024","Escobar Medrano, María Mercedes","2013-08-12"
"Poblaciones de nematodos fitoparásitos asociados a diferentes sistemas de manejo de café en el municipio de Masatepe, departamento de Masaya (Ciclo 2006-2007).","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8069","Escobar Mendrano, María Mercedes","2015-11-03"
"Bases para la constitución de un bosque modelo en la zona del Bajo Amazonas, Oeste del Estado de Pará, Brasil","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/520","Soares Santos, Kolbe Wombral","2013"
"Efecto de la estructura de sistemas agroforestales de cacao y de su contexto local, sobre las poblaciones de dípteros polinizadores del cacao y su relación con la Producción en Bocas del Toro, Panamá","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4868","Córdoba Correoso, Claudio T.","2011"
"Artículo I. La cadena productiva de la miel en el municipio de Aldama, Chiapas, México, como estrategia de mejora de los medios de vida de la población indígena Tsotsil","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8783","Huacash Pale, Sebastián","2018"
"Info CATIE Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7736","Unknown author","2013-09-11"
"Análisis y propuestas de mejoramiento de las experiencias de extensión rural y transferencia tecnológica, con familias de infrasubsistencia y subsistencia de los municipios de Rabinal y San Miguel Chicaj, Baja Verapaz, Guatemala, para la conservación de la agrobiodiversidad en el marco de la agricultura familiar y la economía campesina","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8211","Luque Portillo, Cecilia I.","2015"
"Informe de país: Logros e impactos 2011 Oficina Técnica Nacional Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7880","Palacios, Herminia","2012"
"Rescate del conocimiento tradicional y biológico para el manejo de productos forestales no maderables en la comunidad indígena Jameykari, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3843","Juep Bakuants, A.","2008"
"Escuela de campo para promotores y promotoras de La Selva Chiapas, México. Módulo 9. Producción orgánica y agroforestal de cultivos perennes. Sección 1: cacao. Sección 2: plátano. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1667","Andrade Castañeda, Hernán J.; Segura, Milena; Pérez Quintanilla, Nelson; Pinsón Rincón, Erika Patricia; Gutiérrez Montes, Isabel A.; Rivas Platero, Gonzalo G.","2007"
"Taller de ordenamiento territorial comunitario. Cuaderno de capacitación","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4169","Monge, M.","2008"
"Artículo I. Aplicando los capitales de la comunidad para mejorar la adaptación y mitigación al cambio climático en fincas ganaderas de la Subcuenca Sixe Higuito, Región Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7284","Ochoa Henríquez, José M.","2015"
"ABC del cambio climático en Mesoamérica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8371","Cifuentes Jara, Miguel","2010"
"Rescue of the traditional and biological knowledge for non-timber forest products management in the indigenous community Jameykari, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5500","Juep Bakuants, Abelardo","2008"
"Bases para la constitución de un bosque modelo en la zona del Bajo Amazonas, Oeste del Estado de Pará, Brasil","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4538","Soares Santos, Kolbe W.","2013"
"Costos y beneficios por la restauración del manglar: estudio de caso en el Refugio de Vida Silvestre Barras de Cuero y Salado, departamento de Atlántida, Honduras","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8678","Rojas Villeda, Héctor R.","2017"
"Diseño y manejo de cafetales en Matagalpa, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4803","Caballero Herrera, Alfredo R.","2005"
"Caracterización del impacto ambiental y productivo de las diferentes normas de certificación de café en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/763","Quispe Guanca, J.L.","2007"
"Conocimiento local y estudio de la comunidad de aves como herramientas para la identificación de especies arbóreas nativas importantes para la conservación en sistemas ganaderos de los llanos orientales de Colombia (San Martín, Meta)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2893","Caro Jácome, Olga L.","2006"
"Efecto de los sistemas agroforestales de café orgánico y convencional sobre las características de suelos en el Corredor Biológico Turrialba-Jiménez, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4881","Porras Vanegas, Claudia M.","2006"
"Caracterización y evaluación de los sistemas locales de producción y suministro de semillas en cinco comunidades del municipio de Acatenango, Chimaltenango, Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8197","Silva Cruz Junior, Waldir da","2015"
"Protocolo de muestreo secuencial para la evaluación de la población de plagas en la Producción de Dracaena marginata","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3620","Marschall Murillo, C.A. von","2007"
"Characterization of the environmental and productive impact of the different coffee certification standars in Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4615","Quispe Guanca, José L.","2007"
"Agroforestería en las Américas No. 49. Revista Completa","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7050","Varios","2013"
"Manejo agroecológico como ruta para lograr la sostenibilidad de fincas con café y Ganadería","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2943","Villanueva, Cristóbal; Sepúlveda Lopez, Claudia J.; Ibrahim, Muhammad Akbar","2011"
"Manejo agroecológico como ruta para lograr la sostenibilidad de fincas con café y ganadería","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7898","Unknown author","2013-06-03"
"Evaluación de impactos de las estrategias de adaptación sobre los efectos del clima en los rendimientos del cultivo de frijol en el Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8559","Alfaro Gómez, Rosa N.","2017"
"El rol de los sistemas cacaoteros en los medios de vida de los hogares productores en el Municipio de Waslala, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/1598","Cárdenas Herrera, Adriana; Hipólito Romero, Enrique; Junkin, Ruth; Escobedo Aguilar, Adriana","2013"
"Políticas y sistemas de incentivos para el fomento y adopción de buenas prácticas agrícolas: como una medida de adaptación al cambio climático en América Central","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7964","Sepúlveda López, Claudia J.; Ibrahim, Muhammad Akbar","2013-06-06"
"Motivaciones y limitaciones para la generación de servicios ecosistémicos hídricos en fincas ganaderas en la microcuenca del Río Bulbul, Matiguás, Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8209","Estigarribia Canese, Silvia Elisa","2016"
"Análisis de impacto del proyecto integrador de Ecosta Yutu Cuii en salud, nutrición y medios de vida en las comunidades de la Costa de Oaxaca, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/298","Loján Zumba, Lilia Violeta","2013"
"Los sistemas locales de extensión y su potencial aporte en la cogestión de recursos naturales como soporte de la seguridad hídrica, energética y alimentaria y nutricional de los municipios de San Juan Comalapa, San José Poaquil y Patzún, Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8194","Alatrista Ortega, Stefanie","2015"
"Highlights 2005","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2293","Unknown author","2006"
"Estudio del potencial antagonista de hongos endofíticos para el biocontrol del nematodo barrenador Radopholus similis en plantaciones de banano en Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4997","Menjivar Barahona, Ronald D.","2005"
"Soil quality in cacao (Theobroma cacao), banana (Musa AAA) and plantain (Musa AAB) plantations in Talamanca valley, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5551","Cerda Bustillos, Rolando H.","2008"
"Aplicando los capitales de la comunidad para mejorar la adaptación y mitigación al cambio climático en fincas ganaderas de la Subcuenca Sixe Higuito, Región Trifinio","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7213","Ochoa Henríquez, José M.","2015"
"Evaluación de comportamiento de Oncometopia clarior (Walker) (Hemíptera: Cicadellidae) ante especies vegetales asociadas al cultivo Dracaena marginata (Lamarck) y su preferencia a diversos regímenes de fertilización","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/5021","Pérez León, Gerardo","2007"
"Almacenamiento de carbono y beneficios familiares obtenidos de cafetales en fincas de pequeños productores de Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7146","Pinoargote Chang, Miryan A.","2014"
"Libro","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/7010","Somarriba, Eduardo; Stoian, Dietmar; Zelada, Efraín","2004"
"Zonificación agroecológica para el cultivo de café (Coffea arabica L.) en Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4343","Salinas Marcenaro, I.H.","1991"
"Análisis de impacto del proyecto integrador de Ecosta Yutu Cuii en salud, nutrición y medios de vida en las comunidades de la Costa de Oaxaca, México","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4432","Loján Zumba, Lilia V.","2013"
"Artículo I. Contribución de los árboles en finca a los medios de vida de familias rurales en dos sitios contrastantes de Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8471","Amores Contreras, Freddy M.","2015"
"Manejo de enfermedades en tomate orgánico (Lycopersicon esculentum Mill.) producido en ambiente controlado, con énfasis en Phytophthora infestans en Turrialba, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4799","Talavera Añez, Edgar F.","2004"
"Calidad de suelos en plantaciones de cacao (Theobroma cacao), banano (Musa AAA) y plátano (Musa AAB) en el valle de Talamanca, Costa Rica","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4067","Cerda Bustillos, R.H.","2008"
"Redacción de referencias bibliográficas : normas técnicas para ciencias agroalimentarias. 5. edición","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/8341","Unknown author","2016"
"Evaluación bioeconómica del impacto de la degradación de pasturas en fincas ganaderas de doble propósito en El Chal, Petén, Guatemala","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/4523","Betancourt, Herty","2006"
"Escalamiento de experiencias de cogestión de cuencas del río Jucuapa a la parte alta de la subcuenca del río Viejo, Jinotega Nicaragua","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/3256","Bucardo Hernández, Elías M.","2008"
"Characterization of the innovation capacity of the players involved in the production system of vegetables under a controlled environment, at the Trifinio Region (Honduras, Guatemala, and El Salvador)","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/765","Castellanos Valerio, W.L.","2009"
"Livelihoods strategies of coffee planting families and the wealth of ethno botanical farMON in the department of Caldas Colombia","http://repositorio.bibliotecaorton.catie.ac.cr/handle/11554/2887","León Guevara, Jean A.","2006"
